Date,Open,High,Low,Close,Adj Close,Volume
7/2/1993,80,80,80,80,19.307232,0
7/6/1993,79.199997,79.199997,79.199997,79.199997,19.114147,0
7/7/1993,79.440002,79.440002,79.440002,79.440002,19.172077,0
7/8/1993,80.480003,80.480003,80.480003,80.480003,19.423063,0
7/9/1993,80.400002,80.400002,80.400002,80.400002,19.403767,0
7/12/1993,80.559998,80.559998,80.559998,80.559998,19.442379,0
7/13/1993,80.400002,80.400002,80.400002,80.400002,19.403767,0
7/14/1993,80.720001,80.720001,80.720001,80.720001,19.480995,0
7/15/1993,80.559998,80.559998,80.559998,80.559998,19.442379,0
7/16/1993,80,80,80,80,19.307232,0
7/19/1993,80,80,80,80,19.307232,0
7/20/1993,80.239998,80.239998,80.239998,80.239998,19.365145,0
7/21/1993,80.239998,80.239998,80.239998,80.239998,19.365145,0
7/22/1993,79.760002,79.760002,79.760002,79.760002,19.249311,0
7/23/1993,80.239998,80.239998,80.239998,80.239998,19.365145,0
7/26/1993,80.559998,80.559998,80.559998,80.559998,19.442379,0
7/27/1993,80.480003,80.480003,80.480003,80.480003,19.423063,0
7/28/1993,80.239998,80.239998,80.239998,80.239998,19.365145,0
7/29/1993,80.800003,80.800003,80.800003,80.800003,19.500301,0
7/30/1993,80.400002,80.400002,80.400002,80.400002,19.403767,0
8/2/1993,80.800003,80.800003,80.800003,80.800003,19.500301,0
8/3/1993,80.639999,80.639999,80.639999,80.639999,19.461676,0
8/4/1993,80.559998,80.559998,80.559998,80.559998,19.442379,0
8/5/1993,80.480003,80.480003,80.480003,80.480003,19.423063,0
8/6/1993,80.559998,80.559998,80.559998,80.559998,19.442379,0
8/9/1993,81.040001,81.040001,81.040001,81.040001,19.55821,0
8/10/1993,80.800003,80.800003,80.800003,80.800003,19.500301,0
8/11/1993,80.959999,80.959999,80.959999,80.959999,19.538906,0
8/12/1993,80.720001,80.720001,80.720001,80.720001,19.480995,0
8/13/1993,80.959999,80.959999,80.959999,80.959999,19.538906,0
8/16/1993,81.360001,81.360001,81.360001,81.360001,19.635452,0
8/17/1993,81.519997,81.519997,81.519997,81.519997,19.674068,0
8/18/1993,82,82,82,82,19.789904,0
8/19/1993,82.080002,82.080002,82.080002,82.080002,19.809219,0
8/20/1993,82,82,82,82,19.789904,0
8/23/1993,81.839996,81.839996,81.839996,81.839996,19.751297,0
8/24/1993,82.720001,82.720001,82.720001,82.720001,19.963669,0
8/25/1993,82.720001,82.720001,82.720001,82.720001,19.963669,0
8/26/1993,82.959999,82.959999,82.959999,82.959999,20.021597,0
8/27/1993,82.879997,82.879997,82.879997,82.879997,20.002281,0
8/30/1993,83.120003,83.120003,83.120003,83.120003,20.060207,0
8/31/1993,83.440002,83.440002,83.440002,83.440002,20.137436,0
9/1/1993,83.360001,83.360001,83.360001,83.360001,20.118134,0
9/2/1993,83.040001,83.040001,83.040001,83.040001,20.040897,0
9/3/1993,83.040001,83.040001,83.040001,83.040001,20.040897,0
9/7/1993,82.559998,82.559998,82.559998,82.559998,19.925051,0
9/8/1993,82.239998,82.239998,82.239998,82.239998,19.84783,0
9/9/1993,82.400002,82.400002,82.400002,82.400002,19.88644,0
9/10/1993,83.120003,83.120003,83.120003,83.120003,20.060207,0
9/13/1993,83.199997,83.199997,83.199997,83.199997,20.079512,0
9/14/1993,82.879997,82.879997,82.879997,82.879997,20.002281,0
9/15/1993,83.199997,83.199997,83.199997,83.199997,20.079512,0
9/16/1993,82.800003,82.800003,82.800003,82.800003,19.982979,0
9/17/1993,82.639999,82.639999,82.639999,82.639999,19.94437,0
9/20/1993,82,82,82,82,19.789904,0
9/21/1993,81.68,81.68,81.68,81.68,19.712677,0
9/22/1993,82.239998,82.239998,82.239998,82.239998,19.84783,0
9/23/1993,82.480003,82.480003,82.480003,82.480003,19.90576,0
9/24/1993,82.480003,82.480003,82.480003,82.480003,19.90576,0
